lat,lon,speed,heading,fix_quality
13.650216166666667,100.49301349999999,0.582876,0.0,5
13.650220999999998,100.4930145,0.574652,0.0,5
13.650226333333334,100.4930155,0.610118,0.0,5
13.650231333333332,100.49301666666666,0.523252,0.0,5
13.650236333333332,100.49301816666666,0.589044,0.0,5
13.6502415,100.49301966666665,0.599838,0.0,5
13.650246666666666,100.49302066666665,0.655864,0.0,5
13.650252666666665,100.49302183333333,0.711376,0.0,5
13.650259000000002,100.49302316666666,0.7293660000000001,0.0,5
13.650265666666666,100.49302433333332,0.73245,0.0,5
13.650272333333332,100.493025,0.7715139999999999,0.0,5
13.650279166666667,100.49302566666665,0.709834,0.0,5
13.650285499999999,100.49302566666665,0.718058,0.0,5
13.6502915,100.49302533333334,0.667686,0.0,5
13.650297499999999,100.49302466666668,0.6980120000000001,0.0,5
13.650303333333333,100.49302366666667,0.666658,0.0,5
13.650309333333333,100.49302283333333,0.661004,0.0,5
13.650314833333335,100.49302133333335,0.614744,0.0,5
13.650319833333333,100.49301983333335,0.560774,0.0,5
13.650328333333334,100.493017,0.526336,0.0,5
13.650333,100.49301533333333,0.5438120000000001,0.0,5
13.650337666666667,100.49301349999999,0.542784,0.0,5
13.650342499999999,100.49301166666667,0.59367,0.0,5
13.650347833333335,100.49300966666667,0.631192,0.0,5
13.650353333333332,100.493008,0.6491819999999999,0.0,5
13.650358666666667,100.493007,0.57311,0.0,5
13.650363666666665,100.49300633333333,0.5710540000000001,0.0,5
13.650368833333335,100.49300633333333,0.5037200000000001,0.0,5
13.650397666666667,100.49300649999999,0.70418,0.0,5
13.650404499999999,100.493008,0.80955,0.0,5
13.650412666666666,100.49300916666668,1.0619239999999999,0.0,5
13.650423166666666,100.49301050000001,1.203788,0.0,5
13.650433999999999,100.49301183333334,1.235656,0.0,5
13.650445166666668,100.49301249999999,1.256216,0.0,5
13.650456499999999,100.49301266666667,1.227946,0.0,5
13.650468166666666,100.493012,1.273692,0.0,5
13.650479666666667,100.493011,1.214582,0.0,5
13.650490333333334,100.49300999999998,1.1122960000000002,0.0,5
13.650499333333334,100.49300883333332,0.929312,0.0,5
13.650507333333334,100.49300716666667,0.898472,0.0,5
13.65051416666667,100.49300566666668,0.558718,0.0,5
13.650519666666666,100.49300483333333,0.5602600000000001,0.0,5
13.650525666666665,100.49300399999998,0.649696,0.0,5
13.650531833333332,100.4930035,0.55769,0.0,5
13.650539499999999,100.49300316666668,0.985852,0.0,5
13.650548666666669,100.4930025,1.01772,0.0,5
13.650558,100.49300166666666,1.0603820000000002,0.0,5
13.6505685,100.49300083333334,1.1786020000000001,0.0,5
13.650579999999998,100.493,1.332802,0.0,5
13.650592666666666,100.49299950000001,1.463358,0.0,5
13.6506055,100.49299883333333,1.306074,0.0,5
13.650617333333333,100.49299816666668,1.364156,0.0,5
13.650630166666668,100.49299783333332,1.469526,0.0,5
13.650643166666669,100.49299783333332,1.409388,0.0,5
13.650656333333332,100.492999,1.520412,0.0,5
13.650671166666665,100.49300066666667,1.734236,0.0,5
13.650686833333335,100.49300183333335,1.734236,0.0,5
13.6507035,100.49300233333334,1.8488580000000001,0.0,5
13.6507195,100.49300233333334,1.70391,0.0,5
13.650735000000001,100.4930025,1.7733,0.0,5
13.650750833333332,100.49300283333332,1.666388,0.0,5
13.650765666666667,100.49300316666668,1.610876,0.0,5
13.6507805,100.49300316666668,1.606764,0.0,5
13.650794833333334,100.49300366666667,1.6093339999999998,0.0,5
13.650809166666667,100.49300399999998,1.49574,0.0,5
13.6508225,100.49300416666668,1.435602,0.0,5
13.650835333333335,100.49300416666668,1.347708,0.0,5
13.650846666666666,100.49300399999998,1.198648,0.0,5
13.650856500000002,100.49300399999998,0.99202,0.0,5
13.650864000000002,100.49300383333333,0.550494,0.0,5
