x,y,speed,heading,fix_quality
661486.111161181,1509575.930463427,0.561288,89.95,4
661486.143026637,1509576.612875753,0.740674,89.71000000000002,4
661486.138036615,1509577.424129333,0.835764,89.71000000000002,4
661486.168767963,1509578.290917474,0.8830520000000001,89.41999999999999,4
661486.163324296,1509579.175921381,0.9144059999999999,89.41999999999999,4
661486.193828815,1509580.079584686,0.843988,89.39999999999999,4
661486.188611960,1509580.927713432,0.79413,89.39999999999999,4
661486.183848742,1509581.702091852,0.717544,89.32,4
661486.215147121,1509582.476692088,0.775112,89.32,4
661486.227961053,1509583.324931743,0.82497,89.75000000000001,4
661486.222971005,1509584.136185328,0.833194,89.75000000000001,4
661486.235671522,1509585.002862566,0.816746,90.63000000000001,4
661486.230568059,1509585.832553733,0.849642,90.63000000000001,4
661486.207206975,1509586.699009156,0.867118,91.03999999999999,4
661486.219680660,1509587.602561559,0.86352,91.03999999999999,4
661486.196206161,1509588.487454563,0.8959020000000001,91.56,4
661486.172618252,1509589.390785150,0.913378,91.56,4
661486.149030337,1509590.294115738,0.86866,91.77999999999999,4
661486.125669244,1509591.160571163,0.836278,91.77999999999999,4
661486.102194737,1509592.045464169,0.91749,92.09000000000002,4
661486.078606820,1509592.948794758,0.867632,92.09000000000002,4
661486.055018900,1509593.852125347,0.900528,91.85999999999999,4
661486.031430978,1509594.755455937,0.9252,91.85999999999999,4
661486.007843052,1509595.658786527,0.893846,91.86999999999999,4
661486.002399325,1509596.543790444,0.845016,91.86999999999999,4
661485.979038217,1509597.410245872,0.854268,92.39,4
661485.937986555,1509598.221277646,0.794644,92.39,4
661485.932883054,1509599.050968820,0.799784,92.4,4
661485.891944801,1509599.843563013,0.8213720000000001,92.4,4
661485.868923922,1509600.654705697,0.810064,91.52000000000001,4
661485.863707003,1509601.502834454,0.815204,91.52000000000001,4
661485.840686120,1509602.313977139,0.820858,91.58,4
661485.817551820,1509603.143557406,0.795158,91.58,4
661485.794417524,1509603.973137674,0.82754,91.44000000000001,4
661485.807571612,1509604.766064596,0.789504,91.44000000000001,4
661485.802581504,1509605.577318192,0.811606,91.24000000000002,4
661485.815622179,1509606.388682697,0.817774,91.24000000000002,4
661485.792487869,1509607.218262966,0.806466,91.06999999999998,4
661485.805528537,1509608.029627473,0.7967000000000001,91.06999999999998,4
661485.782394222,1509608.859207743,0.844502,91.14999999999998,4
661485.777063865,1509609.725774085,0.836278,91.14999999999998,4
661485.753589316,1509610.610667102,0.865576,91.06999999999998,4
661485.748372366,1509611.458795865,0.850156,91.06999999999998,4
661485.743155413,1509612.306924627,0.846558,91.32000000000002,4
661485.719907679,1509613.154942481,0.8239420000000001,91.32000000000002,4
661485.714804133,1509613.984633663,0.834222,91.72,4
661485.709473760,1509614.851200009,0.889734,91.72,4
661485.740091520,1509615.736425757,0.8989860000000001,91.87999999999998,4
661485.716730366,1509616.602881195,0.853754,91.87999999999998,4
661485.675338435,1509617.469225722,0.84553,91.74,4
661485.652090688,1509618.317243578,0.841932,91.74,4
661485.628842941,1509619.165261435,0.839876,90.96,4
661485.641770148,1509619.995063530,0.8511839999999999,90.96,4
661485.636553167,1509620.843192298,0.862492,90.41999999999997,4
661485.649480369,1509621.672994394,0.8388479999999999,90.41999999999997,4
661485.680211510,1509622.539782566,0.864548,90.55000000000001,4
