x,y
661486.111161181,1509575.930463427
661486.143026637,1509576.612875753
661486.144863338,1509577.486861474
661486.161396865,1509578.316685725
661486.170513930,1509579.179653261
661486.179676355,1509580.035245765
661486.188952187,1509580.872400688
661486.201879538,1509581.702202760
661486.207707976,1509582.513522888
661486.217119889,1509583.328552715
661486.226463752,1509584.154645092
661486.224875723,1509584.999108505
661486.223219644,1509585.854634468
661486.217866675,1509586.724888315
661486.205256021,1509587.602472832
661486.188948477,1509588.494785233
661486.172640931,1509589.387097635
661486.149143746,1509590.275678157
661486.125623878,1509591.167946196
661486.102104007,1509592.060214235
661486.078584136,1509592.952482275
661486.055018897,1509593.852125348
661486.035059815,1509594.751790602
661486.015146094,1509595.644080825
661485.991739625,1509596.517911285
661485.972030041,1509597.377013862
661485.948850390,1509598.213969159
661485.922155310,1509599.036152210
661485.899089067,1509599.854669926
661485.879628980,1509600.673209825
661485.856562733,1509601.491727542
661485.837057278,1509602.317642474
661485.824786816,1509603.139914254
661485.812561716,1509603.954811001
661485.807548928,1509604.769752113
661485.802536138,1509605.584693225
661485.804758340,1509606.395991185
661485.799722862,1509607.214619814
661485.794619334,1509608.044310993
661485.782212762,1509608.888707874
661485.773389661,1509609.736814454
661485.760915036,1509610.592273884
661485.748417728,1509611.451420832
661485.735965781,1509612.303192748
661485.727142670,1509613.151299329
661485.725486501,1509614.006825307
661485.720201492,1509614.866016621
661485.711287643,1509615.728873269
661485.698744954,1509616.595395252
661485.682618790,1509617.458207537
661485.662954516,1509618.309935092
661485.646919076,1509619.157997312
661485.641747463,1509619.998751047
661485.647371627,1509620.843258844
661485.660230779,1509621.684123490
661485.669506456,1509622.521278438
661485.675175976,1509623.358411205
661485.673678550,1509624.188124575
661485.665036861,1509625.006731032
661485.656395169,1509625.825337489
661485.644147321,1509626.643921765
661485.635550990,1509627.455153190
661485.634098914,1509628.277491530
661485.632578788,1509629.110892419
661485.630967927,1509629.959043374
661485.636478640,1509630.821988760
661485.641921301,1509631.695996695
661485.647318593,1509632.577379664
661485.652783929,1509633.447700085
661485.654733840,1509634.303248257
661485.656751795,1509635.147733882
661485.658815113,1509635.984844474
661485.657272275,1509636.821932884
661485.659290220,1509637.666418510
661485.661262796,1509638.518279169
661485.652439597,1509639.366385766
661485.643639079,1509640.210804846
661485.631300454,1509641.044139196
661485.611772206,1509641.873741664
661485.588683171,1509642.695946918
661485.572829120,1509643.514509020
661485.549740082,1509644.336714274
661485.522999525,1509645.166272379
661485.499842435,1509645.999540184
661485.480246129,1509646.840205204
661485.456975620,1509647.691910592
661485.440917412,1509648.543660344
661485.432116868,1509649.388079429
661485.423316321,1509650.232498515
661485.410886938,1509651.080582935
661485.405601804,1509651.939774270
661485.400248618,1509652.810028154
661485.402062362,1509653.687701437
661485.407459570,1509654.569084420
661485.416462924,1509655.450489586
661485.425488957,1509656.328207236
661485.438098452,1509657.209634585
661485.443472962,1509658.094705087
661485.448802101,1509658.987150622
661485.457737386,1509659.879618341
661485.463066518,1509660.772063877
661485.472001794,1509661.664531597
661485.480937066,1509662.556999317
661485.489895018,1509663.445779521
661485.498875648,1509664.330872210
661485.511507788,1509665.208612049
661485.516972995,1509666.078932490
661485.522460881,1509666.945565415
661485.527971447,1509667.808510825
661485.529853177,1509668.675121568
661485.524522610,1509669.541687947
661485.526381650,1509670.411986208
661485.524611857,1509671.285949804
661485.526402841,1509672.167310616
661485.531754602,1509673.056068644
661485.537038309,1509673.955889223
661485.538670499,1509674.863062652
661485.540257319,1509675.777611115
661485.534631840,1509676.692115213
661485.525422895,1509677.602909612
661485.523403556,1509678.517435894
661485.521406897,1509679.428274660
661485.526667893,1509680.331782759
661485.539186545,1509681.227960192
661485.555356705,1509682.116784775
661485.582436032,1509682.990925842
661485.616795697,1509683.854048726
661485.643943064,1509684.717127244
661485.663855453,1509685.583848914
661485.665691744,1509686.457834702
661485.635050040,1509687.335308361
661485.568324200,1509688.216247706
661485.465559596,1509689.093277705
661485.315937795,1509689.966331808
661485.123087631,1509690.831744683
661484.879842186,1509691.682096931
661484.579011857,1509692.513656670
661484.217035874,1509693.319026686
661483.793959608,1509694.090831948
661483.309805746,1509694.825384942
661482.768203119,1509695.519020337
661482.176409385,1509696.164407467
661481.545265659,1509696.757925369
661480.867559656,1509697.299529679
661480.143359423,1509697.778157853
661479.379809196,1509698.204916807
661478.584143944,1509698.576163394
661477.767159410,1509698.895651678
661476.936045199,1509699.167113542
661476.090733258,1509699.401611540
661475.234784364,1509699.606542887
661474.368153149,1509699.789282617
661473.490816929,1509699.953518247
661472.599169559,1509700.099227597
661471.707635612,1509700.226499395
661470.801767831,1509700.338932432
661469.877937391,1509700.440192046
661468.932538145,1509700.530256057
661467.976365844,1509700.612878527
661467.009397802,1509700.691746971
661466.038846310,1509700.766905752
661465.068340188,1509700.834689538
661464.097834076,1509700.902473358
661463.127327972,1509700.970257214
661462.149609591,1509701.037996744
661461.168330437,1509701.098339099
661460.190657435,1509701.158703669
661459.212984441,1509701.219068275
661458.238917599,1509701.279455096
661457.275646515,1509701.343596006
661456.319587724,1509701.407781310
661455.356271298,1509701.479297324
661454.396561023,1509701.550835551
661453.436873436,1509701.618686297
661452.473602395,1509701.682827381
661451.506679862,1509701.754321354
661450.539802695,1509701.818440331
661449.569364752,1509701.875162133
661448.588131067,1509701.928129920
661447.599730461,1509701.973678354
661446.607791755,1509702.008142099
661445.619504556,1509702.035253027
661444.634846183,1509702.058698652
661443.653771280,1509702.085854008
661442.672741740,1509702.105634369
661441.684522598,1509702.121682897
661440.681833537,1509702.145017787
661439.664742587,1509702.164576490
661438.647651645,1509702.184135232
661437.623325744,1509702.207337175
661436.598977174,1509702.234226673
661435.574628610,1509702.261116213
661434.542999738,1509702.299023987
661433.489779373,1509702.329423714
661432.429324052,1509702.363466647
661431.361679130,1509702.393777755
661430.286889959,1509702.412982006
661429.208585355,1509702.417414062
661428.141167209,1509702.410850142
661427.077468588,1509702.385870860
661426.031891384,1509702.346252433
661425.018905513,1509702.284708526
661424.002472225,1509702.197329876
661423.022213734,1509702.091735433
661422.060144674,1509701.960439291
661421.105446616,1509701.803374924
661420.147255783,1509701.627850838
661419.210792491,1509701.437709775
661418.256502545,1509701.214270235
661417.291530205,1509700.968639116
661416.319526958,1509700.693463562
661415.340470127,1509700.392431089
661414.383208849,1509700.065719084
661413.433250531,1509699.724301401
661412.494246660,1509699.360825182
661411.559007620,1509698.971558565
661410.627510737,1509698.560189065
661409.681747970,1509698.122918300
661408.725348129,1509697.656080930
661407.761872008,1509697.167074162
661406.805676159,1509696.667049231
661405.863995538,1509696.152362963
661404.933224002,1509695.622993187
661404.013361548,1509695.078939904
661403.108036990,1509694.516537767
661402.206431897,1509693.935720262
661401.297750512,1509693.332733355
661400.392811261,1509692.707643564
661399.495197612,1509692.064160573
661398.619356810,1509691.398685553
661397.758121909,1509690.703799127
661396.922288668,1509689.983255323
661396.108205599,1509689.244406999
661395.312289229,1509688.483544468
661394.516531508,1509687.696869360
661393.731682853,1509686.895510731
661392.946924833,1509686.079402070
661392.158673972,1509685.244833692
661391.363278783,1509684.399158458
661390.575118500,1509683.549840077
661389.783374692,1509682.696812042
661388.995259647,1509681.840118690
661388.210773364,1509680.979760022
661387.437150802,1509680.112092861
661386.663528189,1509679.244425730
661385.915080534,1509678.387976355
661385.209770558,1509677.553918126
661384.551159073,1509676.749648236
661383.935662605,1509675.971457002
661383.374167603,1509675.208348381
661382.834354775,1509674.437997758
661382.305496363,1509673.645588566
661381.784031560,1509672.823723604
661381.284384947,1509671.972491547
661380.802905043,1509671.099245254
661380.353971094,1509670.211448428
661379.941189249,1509669.309123236
661379.568120319,1509668.399666874
661379.227552015,1509667.483035003
661378.923158490,1509666.548187245
661378.658545894,1509665.595145767
661378.426501939,1509664.623866231
661378.227071963,1509663.626973605
661378.063794110,1509662.615552603
661377.929388086,1509661.600621431
661377.823899230,1509660.574805060
661377.743630727,1509659.552831380
661377.684908426,1509658.545740768
661377.647868339,1509657.531408135
661377.621737359,1509656.502391945
661377.610121636,1509655.458714368
661377.609369688,1509654.407728265
661377.615875366,1509653.349411468
661377.618774892,1509652.291072505
661377.632379519,1509651.251237620
661377.638635838,1509650.233483490
661377.641263336,1509649.219394708
661377.636678532,1509648.205261591
661377.635563865,1509647.213275733
661377.634426527,1509646.224977390
661377.640433481,1509645.247785928
661377.646485765,1509644.263219437
661377.659705010,1509643.286072311
661377.673037589,1509642.290487612
661377.682968023,1509641.261693111
661377.693125132,1509640.196023462
661377.706979058,1509639.115625920
661377.720968985,1509638.013103290
661377.745845363,1509636.899584618
661377.770721737,1509635.786065947
661377.795643442,1509634.665172247
661377.817004327,1509633.536881350
661377.845645514,1509632.397572245
661377.870657881,1509631.261928487
661377.895602240,1509630.137347275
661377.920433259,1509629.031203638
661377.952385906,1509627.939854396
661377.977058245,1509626.859523365
661377.994450274,1509625.790210544
661378.019009269,1509624.728317089
661378.039848770,1509623.684839041
661378.049733807,1509622.663419581
661378.045103558,1509621.656661513
661378.040495971,1509620.646215931
661378.035775045,1509619.654207924
661378.020212986,1509618.665820930
661378.001044769,1509617.677411771
661377.999907312,1509616.689113448
661377.998588513,1509615.730315245
661377.978944266,1509614.819343900
661377.959005339,1509613.956310249
661377.953377686,1509613.111802842
661377.940537722,1509612.267251101
661377.920508113,1509611.418967512
661377.915084455,1509610.541272472
661377.913493618,1509609.626724452
661377.901106982,1509608.708422417
661377.895841982,1509607.804914776
661377.887016156,1509606.894009938
661377.863924377,1509605.957203829
661377.840945927,1509605.001960147
661377.800118032,1509604.017105512
661377.741372690,1509603.013702469
661377.689975653,1509601.988218672
661377.638669276,1509600.947984817
661377.583802069,1509599.900353766
661377.543291475,1509598.863873929
661377.513599340,1509597.827460594
661377.483816531,1509596.805797319
661377.457526536,1509595.802593786
661377.445570493,1509594.814228981
661377.440826757,1509593.825908510
661377.432454193,1509592.841253388
661377.431407272,1509591.838205026
661377.441269485,1509590.820473106
661377.462086168,1509589.780682598
661377.468523551,1509588.733428394
661377.478657752,1509587.671446298
661377.485231126,1509586.602067007
661377.488243671,1509585.525290520
661377.480415074,1509584.452135049
661377.497897577,1509583.368072201
661377.533456200,1509582.276745157
661377.576136470,1509581.200212507
661377.615074578,1509580.145782779
661377.653967350,1509579.098728081
661377.678367484,1509578.062647262
661377.684600823,1509577.048580699
661377.705236130,1509576.038290317
661377.725894099,1509575.024312422
661377.735733587,1509574.010268027
661377.749201896,1509572.992558285
661377.762760866,1509571.960098485
661377.751122049,1509570.920108489
661377.746740880,1509569.872787798
661377.749594692,1509568.821823927
661377.745236179,1509567.770815723
661377.751718809,1509566.716186504
661377.754663273,1509565.650472576
661377.757698399,1509564.570008590
661377.771642669,1509563.474861044
661377.796496082,1509562.365029940
661377.814159837,1509561.251466989
661377.842596738,1509560.145345567
661377.874413132,1509559.076121460
661377.916798680,1509558.047526514
661377.973404876,1509557.052207866
661378.037019396,1509556.090121185
661378.107710240,1509555.150203924
661378.196409231,1509554.214085010
