x,y
661486.111161181,1509575.930463427
661486.143692491,1509576.929719149
661486.153685117,1509577.929630044
661486.167871316,1509578.929519027
661486.178543532,1509579.929462075
661486.189840134,1509580.929397706
661486.203510967,1509581.929298072
661486.212508827,1509582.929255278
661486.223913651,1509583.929190234
661486.225007235,1509584.929174443
661486.222761165,1509585.929171306
661486.214931703,1509586.929135167
661486.199288338,1509587.929011125
661486.181015789,1509588.928844168
661486.158322282,1509589.928578362
661486.131942702,1509590.928230360
661486.105592209,1509591.927883125
661486.079241714,1509592.927535891
661486.053353362,1509593.927200172
661486.031150607,1509594.926953659
661486.007576546,1509595.926673730
661485.982369103,1509596.926354188
661485.956825061,1509597.926025092
661485.925746736,1509598.925539711
661485.897413783,1509599.925136566
661485.872538328,1509600.924825297
661485.846342521,1509601.924479574
661485.828004313,1509602.924302402
661485.813021091,1509603.924190147
661485.806599097,1509604.924168363
661485.803465946,1509605.924154594
661485.801509619,1509606.924142832
661485.795358619,1509607.924123915
661485.781845310,1509608.924028591
661485.770660567,1509609.923964712
661485.756091745,1509610.923858581
661485.741512774,1509611.923752301
661485.729510682,1509612.923678182
661485.725647488,1509613.923664417
661485.719606155,1509614.923644932
661485.708469289,1509615.923581569
661485.692613461,1509616.923453900
661485.671882424,1509617.923236585
661485.651362029,1509618.923023949
661485.642213620,1509619.922967477
661485.648590142,1509620.922937999
661485.662875695,1509621.922834343
661485.672225701,1509622.922788402
661485.674157436,1509623.922777492
661485.665923561,1509624.922736128
661485.654938784,1509625.922674941
661485.641194494,1509626.922578569
661485.634725670,1509627.922547940
661485.632922332,1509628.922546314
661485.631037248,1509629.922544537
661485.637104703,1509630.922524926
661485.643308365,1509631.922505682
661485.649485755,1509632.922486599
661485.653866006,1509633.922475011
661485.656213518,1509634.922472254
661485.658661370,1509635.922469257
661485.657512508,1509636.922467359
661485.659883123,1509637.922464548
661485.657058135,1509638.922441080
661485.646644965,1509639.922386862
661485.633104546,1509640.922293214
661485.610416153,1509641.922031014
661485.584311065,1509642.921683587
661485.561402535,1509643.921411997
661485.530907585,1509644.920944826
661485.502038289,1509645.920526195
661485.478059468,1509646.920237453
661485.452677122,1509647.919908961
661485.436997513,1509648.919777691
661485.426576067,1509649.919723386
661485.413245799,1509650.919632608
661485.405725905,1509651.919599450
661485.400475016,1509652.919582370
661485.403482264,1509653.919576383
661485.411039455,1509654.919545922
661485.421285938,1509655.919493424
661485.433946586,1509656.919411321
661485.442408247,1509657.919368539
661485.448397240,1509658.919350604
661485.457974363,1509659.919303959
661485.464540441,1509660.919281378
661485.474551814,1509661.919231263
661485.484587468,1509662.919180904
661485.494697886,1509663.919129791
661485.507340474,1509664.919047689
661485.515968716,1509665.919003697
661485.522292555,1509666.918983701
661485.528211284,1509667.918965313
661485.528353245,1509668.918958917
