lat,lon,speed,heading,fix_quality
13.650272666666668,100.49298750000001,0.933938,89.58999999999997,5
13.650280333333335,100.492987,0.805438,89.42999999999998,5
13.650287833333334,100.49298683333333,0.854268,89.42999999999998,5
13.650295999999999,100.49298666666667,0.9313680000000001,89.09,5
13.6503045,100.49298633333335,0.9544980000000001,89.09,5
13.650313333333335,100.49298616666668,1.000758,88.91000000000001,5
13.6503225,100.4929865,1.011038,88.91000000000001,5
13.6503315,100.49298616666668,1.0074400000000001,88.64999999999998,5
13.650340666666667,100.49298616666668,1.008982,88.64999999999998,5
13.65035,100.49298616666668,1.077344,88.16000000000001,5
13.650360000000001,100.49298633333335,1.093278,88.16000000000001,5
13.6503695,100.49298633333335,1.0295420000000002,88.00999999999998,5
13.650378499999999,100.49298883333334,0.98174,88.00999999999998,5
13.650388000000001,100.49298866666668,1.094306,88.81000000000002,4
13.650398,100.49298849999998,1.1056139999999999,88.81000000000002,4
13.650408,100.49298849999998,1.1102400000000001,88.47999999999999,4
13.650418166666668,100.49298849999998,1.132856,88.47999999999999,4
13.650428666666668,100.49298849999998,1.132342,88.04999999999997,4
13.650439166666668,100.49298866666668,1.140566,88.04999999999997,4
13.650448666666668,100.49298866666668,0.955526,87.41000000000001,4
13.650456833333331,100.49298866666668,0.931882,87.41000000000001,4
13.650465333333333,100.49298866666668,0.915948,87.88999999999997,4
13.650473166666666,100.49298866666668,0.8511839999999999,87.88999999999997,4
13.650481333333335,100.49298866666668,0.948844,88.38,4
13.650489999999998,100.49298866666668,0.942162,88.38,4
13.6504985,100.49298883333334,0.961694,88.50999999999999,4
13.650506833333335,100.49298866666668,0.87894,88.50999999999999,4
13.650515,100.49298849999998,0.941134,88.71999999999997,4
13.650523333333334,100.49298849999998,0.905668,88.71999999999997,4
13.650531833333332,100.49298833333333,0.937022,88.90000000000002,4
13.650540166666667,100.492988,0.9580960000000001,88.90000000000002,4
13.650548833333335,100.49298766666668,0.913378,88.83000000000003,4
13.650557166666665,100.49298766666668,0.8887060000000001,88.83000000000003,4
13.650565833333333,100.49298750000001,0.919546,88.37,4
13.650574166666669,100.49298750000001,0.9478160000000001,88.37,4
13.650582666666667,100.49298766666668,0.915434,87.5,4
13.650591166666667,100.49298766666668,0.8712300000000001,87.5,4
13.650599666666668,100.49298766666668,0.905668,87.19000000000003,4
13.650607500000001,100.49298783333333,0.926742,87.19000000000003,4
13.65061616666667,100.49298783333333,0.952442,88.24000000000001,4
13.650624666666666,100.492988,0.96118,88.24000000000001,4
13.650633166666667,100.49298783333333,0.929826,88.64999999999998,4
13.650641666666669,100.49298783333333,0.956554,88.64999999999998,4
13.6506505,100.49298783333333,0.97917,88.88000000000002,4
13.650659499999998,100.49298750000001,1.053186,88.88000000000002,4
13.650669,100.49298733333332,1.040336,88.52999999999999,4
13.650678166666667,100.49298733333332,1.01001,88.52999999999999,4
13.650687000000001,100.49298733333332,1.031084,87.98000000000002,4
13.650696333333334,100.49298733333332,0.99973,87.98000000000002,4
13.650705333333333,100.49298733333332,0.996132,87.31000000000002,4
13.6507145,100.49298750000001,0.988422,87.31000000000002,4
13.650723666666666,100.49298783333333,1.032112,86.98999999999998,4
13.650732833333333,100.492988,0.987394,86.98999999999998,4
13.650742166666666,100.492988,1.021832,87.56,4
13.650751333333336,100.49298783333333,1.011038,87.56,4
13.650760833333333,100.492988,1.0706620000000002,87.96000000000002,4
13.650770333333332,100.49298783333333,0.990992,87.96000000000002,4
13.650779,100.49298783333333,0.9190320000000001,87.58,4
13.650787500000002,100.492988,0.897444,87.58,4
13.650795833333332,100.49298816666666,0.9560400000000001,86.54,4
13.650804333333333,100.49298849999998,0.9313680000000001,86.54,4
13.650813000000001,100.49298849999998,0.97146,86.40999999999997,4
13.650822000000002,100.49298900000001,0.98688,86.40999999999997,4
13.650830833333336,100.49298883333334,0.959638,87.5,4
13.650839499999998,100.49298900000001,0.97917,87.5,4
13.650848333333332,100.49298900000001,1.01515,87.90000000000003,4
13.650857833333335,100.49298866666668,1.073232,87.90000000000003,4
13.6508675,100.49298866666668,1.050102,87.39000000000001,4
13.650877500000002,100.49298900000001,1.0521580000000001,87.39000000000001,4
13.650887333333333,100.49298916666666,1.0706620000000002,87.74999999999999,4
13.650897166666669,100.49298900000001,1.130286,87.74999999999999,4
13.6509075,100.49298916666666,1.082484,87.75999999999999,4
13.650917666666665,100.49298916666666,1.0871100000000002,87.75999999999999,4
13.650927000000001,100.49298900000001,1.085568,87.26000000000002,4
13.650936999999999,100.49298866666668,1.1184640000000001,87.26000000000002,4
13.650946666666668,100.49298900000001,1.0829980000000001,87.31000000000002,4
13.650956666666666,100.49298933333333,1.0958480000000002,87.31000000000002,4
13.650966666666667,100.4929895,1.144164,87.32000000000001,4
