x,y
661485.2293666829,1509531.6731709624
661485.2248304657,1509532.410674192
661485.2328363757,1509533.4543299857
661485.2376897398,1509534.424213276
661485.2528626125,1509535.475288465
661485.2713694713,1509536.5706360294
661485.3040514927,1509537.7066349962
661485.3437190253,1509538.8795534875
661485.3904174297,1509540.0820164713
661485.4370250984,1509541.2992295213
661485.49442857,1509542.5201966316
661485.5482485471,1509543.7374540465
661485.5912727007,1509544.950957404
661485.6306906794,1509546.1644385823
661485.6664571206,1509547.3852726133
661485.691314332,1509548.6207901675
661485.7051942709,1509549.8820537934
661485.71533195,1509551.1654203366
661485.7144923595,1509552.4745329516
661485.7099331891,1509553.8020609675
661485.701677121,1509555.1443168686
661485.696981846,1509556.4939699848
661485.7030596895,1509557.8510646778
661485.7163498503,1509559.2082037344
661485.72603384,1509560.5653206115
661485.732179703,1509561.91135276
661485.73837092,1509563.2500098774
661485.7337890052,1509564.5812254199
661485.7276420428,1509566.1668795855
661485.725101232,1509567.7525559333
661485.7222882311,1509569.382482478
661485.7150525141,1509571.145137428
661485.7104022664,1509573.0737527933
661485.6989706322,1509574.9322609897
661485.6791018442,1509576.9898507043
661485.6616143791,1509579.246588482
661485.6397041853,1509581.6360546674
661485.6205608954,1509584.1619811412
661485.6115102324,1509586.8059746854
661485.6019151749,1509589.5384686252
661485.5884644256,1509592.3115030676
661485.5786198059,1509595.0845596965
661485.5546907585,1509597.802214859
661485.5238669161,1509600.4682004345
661485.4968987091,1509603.0936455172
661485.4665284604,1509605.685880775
661485.432846901,1509608.2301561434
661485.4101879292,1509610.7413104135
661485.3914072758,1509613.2082366738
661485.3727853748,1509615.6493503235
661485.3650726429,1509618.075780458
661485.3644361009,1509620.5243800585
661485.3708530627,1509622.9988366426
661485.3843235245,1509625.4991502103
661485.4084763213,1509628.0216554273
661485.432492989,1509630.5662857478
661485.47449502,1509633.1184020177
661485.516338237,1509635.696330908
661485.5435753484,1509638.3036712056
661485.5669567611,1509640.9515520076
661485.6081193794,1509643.6401064082
661485.6309563234,1509646.3764876167
661485.6354902836,1509649.157008116
661485.6506158321,1509651.9744703327
661485.6512260126,1509654.8065938908
661485.6193581258,1509657.6422053287
661485.5767171284,1509660.4703751907
661485.5450987004,1509663.265423957
661485.4956309667,1509666.0308616834
661485.4500188729,1509668.755758915
661485.4047016393,1509671.4327184367
661485.3669142432,1509674.0580970969
661485.3257928756,1509676.6392033803
661485.2957394433,1509679.1798135347
661485.2586324811,1509681.694566712
661485.1856908839,1509684.1722228974
661484.9977609401,1509686.582793935
661484.630204273,1509688.8816303352
661483.9967683321,1509691.0202620027
661483.0292993531,1509692.9392672179
661481.6955689157,1509694.601571203
661480.0316158172,1509696.011083344
661478.0878353583,1509697.1828643072
661475.9326762244,1509698.1283981549
661473.6308448428,1509698.881271858
661471.2325776925,1509699.4823586808
661468.7666104847,1509699.9502736845
661466.2471636354,1509700.3182932583
661463.6705175708,1509700.6048328253
661461.0473546193,1509700.8320840397
661458.3920086153,1509701.0148857
661455.7043661491,1509701.1716753994
661453.0096702166,1509701.3026083915
661450.3258608084,1509701.422545641
661447.6745520972,1509701.5353077275
661444.5612490012,1509701.711606746
661441.487454803,1509701.9139626357
661438.4352068208,1509702.1312019494
661435.3866104016,1509702.3410887097
661432.3058082005,1509702.5102135106
661429.6838251895,1509702.5457169912
661427.0121952102,1509702.4444721995
661424.298289235,1509702.1807108857
661421.5710470553,1509701.7398603992
661418.848522001,1509701.1183441088
661416.1271078773,1509700.3161398484
661413.4175096841,1509699.3517517266
661410.7124697403,1509698.232510427
661408.0226477176,1509696.9842950725
661405.3695897447,1509695.621988754
661402.7749779853,1509694.1383494672
661400.267865597,1509692.5003669332
661397.8807078374,1509690.7082406697
661395.6243457964,1509688.7583496417
661393.4913177975,1509686.691212147
661391.4921248833,1509684.5585198824
661389.6011386507,1509682.4228053906
661387.800101698,1509680.3208329473
661386.0927335394,1509678.23418712
661384.5010337785,1509676.1040006583
661383.0432825256,1509673.8898217133
661381.7591700748,1509671.5882066046
661380.6775456287,1509669.1993326517
661379.7982052065,1509666.7563874617
661379.066034633,1509663.8386396177
661378.5283918325,1509660.9552765177
661378.1456092305,1509658.1060542988
661377.8988381285,1509654.8372756015
661377.7564412339,1509651.6023274164
661377.7336838082,1509648.851197408
661377.7252829381,1509646.111218621
661377.716814024,1509643.3823023844
661377.69854865,1509641.0737185231
661377.6590090303,1509638.7060014226
661377.6019599808,1509636.2533606456
661377.5672051648,1509633.6939149457
661377.5655176996,1509631.0351058547
661377.5820196373,1509628.3505950004
661377.6164163012,1509625.6883200773
661377.6720418378,1509623.0925534305
661377.7308654974,1509620.5631842227
661377.7857883072,1509618.081730545
661377.8298926384,1509615.600210369
661377.8703681271,1509613.1223555454
661377.9071014408,1509610.6666036467
661377.9255999578,1509608.2439285503
661377.9368181415,1509605.832271668
661377.9409826571,1509603.3947578524
661377.9457591573,1509600.8576811405
661377.9370856868,1509598.1619526278
661377.9401826692,1509595.3114149985
661377.9513306096,1509592.32448366
661377.9702348332,1509589.2490963056
661378.0001161635,1509586.1479628542
661378.0406799264,1509583.0690209984
661378.0775921665,1509579.997432011
661378.0964034051,1509576.3504577281
661378.0970024628,1509572.7328727385
661378.0829048395,1509569.1594492667
661378.1038012656,1509565.1732236505
661378.1671102644,1509561.3273895981
661378.3087142939,1509558.2380059047
661378.5611120067,1509555.3115600226
661378.9207652714,1509552.5369672403
661379.3703708319,1509550.3824532642
661379.9348749954,1509548.3097739439
661380.6072921243,1509546.282009804
661381.3623564314,1509544.3026931973
661382.225356413,1509542.3646042675
661383.2108527503,1509540.4457066031
661384.3152166416,1509538.5496655644
661385.5382667712,1509536.705981281
661386.9124813066,1509534.9111657557
661388.4235262856,1509533.1503802813
661390.0533482404,1509531.4272015549
661391.7803101985,1509529.7414965895
661393.5937070114,1509528.07476132
661395.4718790315,1509526.430550271
661397.41112943,1509524.8235913482
661399.3898892194,1509523.2426890065
661401.3973399012,1509521.6877767467
661403.4371103158,1509520.1551892278
661405.4839119464,1509518.6521463
661407.5775033244,1509517.1641417854
661409.7178617812,1509515.6948632044
661411.8903586038,1509514.2774095177
661414.105698942,1509512.9302848212
661416.4106722851,1509511.6685274108
661418.7942787629,1509510.5215709326
661421.2958461369,1509509.5449720263
661423.9261021796,1509508.753547291
661426.6596449659,1509508.1729541584
661429.4497529654,1509507.77709181
661432.6786574076,1509507.5719982476
661435.7804844168,1509507.5062545098
661438.7591802229,1509507.524570018
661441.6474043869,1509507.5939566817
661444.4669072854,1509507.696109953
661446.7815011423,1509507.8025341555
661449.1357855417,1509507.9055149779
