x,y
661485.2293666829,1509531.6731709624
661485.2268439188,1509532.6731492893
661485.2339312341,1509533.6731235662
661485.2412823924,1509534.6730882328
661485.2562027244,1509535.6729764384
661485.2743088426,1509536.6728060467
661485.3030663552,1509537.6723924638
661485.336693799,1509538.6718264802
661485.374459659,1509539.6711110282
661485.412945772,1509540.6703701273
661485.4544332888,1509541.6695002967
661485.5009819528,1509542.668415826
661485.5451529287,1509543.667439812
661485.5811975991,1509544.666787498
661485.6145072319,1509545.6662316816
661485.6453775747,1509546.6657538114
661485.6720927326,1509547.6653884114
661485.691802969,1509548.665192384
661485.7028070907,1509549.665131837
661485.7113797314,1509550.665094272
661485.7150114976,1509551.6650785597
661485.7138379674,1509552.6650772695
661485.7104036567,1509553.6650713722
661485.7046250126,1509554.6650542396
661485.6998655831,1509555.6650420225
661485.697747974,1509556.6650352909
661485.702226499,1509557.6650252622
661485.711030224,1509558.6649843706
661485.7196090347,1509559.664946696
661485.7264886145,1509560.6649227354
661485.7310544779,1509561.6649123118
661485.7356648261,1509562.6649016838
661485.7369429326,1509563.6648929685
661485.7334646822,1509564.664886912
661485.7295881016,1509565.6648793982
661485.7268440791,1509566.6648749867
661485.7252417296,1509567.664873703
661485.7235267153,1509568.6648722317
661485.7211290324,1509569.6648687837
661485.7170240565,1509570.6648603582
661485.7137993795,1509571.6648548008
661485.7113882019,1509572.664851894
661485.7067665077,1509573.6648395236
661485.7006156509,1509574.6648206068
661485.6918971653,1509575.6647813965
661485.6822412745,1509576.6647347773
661485.6738724408,1509577.6646993589
661485.6661236717,1509578.6646693368
661485.657781111,1509579.6646342915
661485.6486120033,1509580.6645922544
661485.6394882227,1509581.6645505968
661485.6319097201,1509582.6645218795
661485.6243312176,1509583.6644931622
661485.6188408039,1509584.6644759313
661485.6154177206,1509585.6644700726
661485.6119946374,1509586.664464214
661485.6084956977,1509587.664458092
661485.6049842541,1509588.664451927
661485.6013041196,1509589.6644450566
661485.5964536241,1509590.6644332928
661485.5916031286,1509591.664421529
661485.5872115658,1509592.6644116929
661485.5836614913,1509593.6644053913
661485.5801114168,1509594.6643990898
661485.5735145212,1509595.6643739664
661485.564709828,1509596.6643352043
661485.5559051349,1509597.6642964422
661485.5447241906,1509598.6642334817
661485.5331630694,1509599.6641666498
661485.5218546365,1509600.6641025764
661485.5115833173,1509601.6640498252
661485.5013119982,1509602.663997074
661485.4902172779,1509603.6639352702
661485.4785022283,1509604.6638666466
661485.4667871787,1509605.663798023
661485.4535837763,1509606.6637108293
661485.4403467623,1509607.6636232163
661485.428936192,1509608.663555933
661485.41991323,1509609.6635152253
661485.410890268,1509610.6634745176
661485.4031677424,1509611.663444627
661485.3955549859,1509612.6634156497
661485.3879351895,1509613.6633866185
661485.3803069665,1509614.6633575233
661485.3727409424,1509615.663328764
661485.3695623251,1509616.6633237123
661485.3663837077,1509617.6633186606
661485.364919906,1509618.663316557
661485.3646599444,1509619.6633165232
661485.364796401,1509620.663316027
661485.3673896735,1509621.6633126645
661485.369982946,1509622.663309302
661485.3744328571,1509623.6632985307
661485.3798202879,1509624.6632840184
661485.3858949052,1509625.6632643652
661485.3954693907,1509626.6632185287
661485.4050438761,1509627.6631726923
661485.4145306491,1509628.6631276896
661485.4239684043,1509629.663083153
661485.4340851766,1509630.6630298246
661485.4505406744,1509631.6628944238
661485.4669961723,1509632.662759023
661485.4833284937,1509633.6626256355
661485.4995576869,1509634.6624939335
661485.5157868802,1509635.6623622314
661485.5264291122,1509636.6623050522
661485.5368748624,1509637.662250494
661485.5467412558,1509638.6622015196
661485.5555711476,1509639.6621625354
661485.5644010395,1509640.6621235511
661485.5778343886,1509641.6620290026
661485.5931429109,1509642.6619118203
661485.6083003972,1509643.6617964245
661485.61664578,1509644.6617616012
661485.6249911628,1509645.661726778
661485.6314213976,1509646.6617015076
661485.633052011,1509647.6617001782
661485.6346826245,1509648.6616988487
661485.6381996737,1509649.6616909176
661485.6435680973,1509650.6616765074
661485.6489365208,1509651.6616620973
661485.6507638864,1509652.6616575737
661485.6509793362,1509653.6616575504
661485.6511947861,1509654.661657527
661485.6416170266,1509655.6616035304
661485.630379283,1509656.6615403849
661485.6190675733,1509657.661476266
661485.6039920461,1509658.6613626238
661485.588916519,1509659.6612489815
661485.5745590853,1509660.6611448142
661485.5632475099,1509661.6610808363
661485.5519359343,1509662.6610168584
661485.5380242177,1509663.6609149186
661485.5201392294,1509664.6607549693
661485.502254241,1509665.66059502
661485.4850923192,1509666.6604475896
661485.4683556495,1509667.6603075217
661485.4516189797,1509668.6601674538
661485.4347109033,1509669.6600245005
661485.4177847074,1509670.659881242
661485.4014339895,1509671.6597469961
661485.3870423578,1509672.6596434312
661485.3726507261,1509673.6595398663
661485.3573341209,1509674.6594222765
661485.3414044592,1509675.6592953915
661485.3255566903,1509676.6591696432
661485.3137282995,1509677.6590996853
661485.3018999087,1509678.6590297273
661485.2886695766,1509679.6589411343
661485.2739154754,1509680.6588322867
661485.259161374,1509681.658723439
661485.2302603482,1509682.6583019933
661485.2008333401,1509683.657868925
661485.147961409,1509684.656177597
661485.0702364951,1509685.65315244
661484.9870979055,1509686.6494845282
661484.829215109,1509687.6369423869
661484.6713323126,1509688.6244002455
661484.4201911072,1509689.5906851552
661484.1361986874,1509690.5495116804
661483.7676126995,1509691.474799423
661483.3174360723,1509692.367738953
661482.8040418987,1509693.2200183754
661482.1782353162,1509693.999996658
661481.521040538,1509694.7494118288
661480.7580052664,1509695.3957686764
661479.990485088,1509696.035878431
661479.1340655786,1509696.552158998
661478.2776460692,1509697.0684395651
661477.3750510316,1509697.4955844663
661476.4593079379,1509697.897348808
661475.5288164002,1509698.2604909935
661474.578364001,1509698.571361122
661473.6278512821,1509698.8820221454
661472.657853611,1509699.1251363533
661471.68785594,1509699.368250561
661470.7112401503,1509699.5812819987
661469.72877052,1509699.767704705
661468.7461555726,1509699.9532615656
661467.7566562815,1509700.0977992874
661466.7671569905,1509700.242337009
661465.7755822666,1509700.370736131
661464.7817089322,1509700.4812612196
661463.7878355979,1509700.5917863082
661462.7918499188,1509700.6809540174
661461.7955815237,1509700.767263258
661460.7989719583,1509700.849183417
661459.8013332394,1509700.9178637373
661458.8036945205,1509700.9865440577
661457.8056658115,1509701.049091333
661456.8073630986,1509701.1073295788
661455.8090603856,1509701.1655678244
661454.8102931727,1509701.2151176478
661453.8114715395,1509701.2636495447
661452.8126141448,1509701.3114146662
661451.8136112131,1509701.356059291
661450.8146082815,1509701.4007039156
