x,y,speed,heading,fix_quality
661485.2293666829,1509531.6731709624,0.551522,358.86,5
661485.2248304657,1509532.410674192,0.910808,0.92,5
661485.2369642118,1509533.369539294,0.969918,358.54,5
661485.230726905,1509534.383606236,1.033654,359.17,5
661485.242293613,1509535.434659244,1.036738,0.34,5
661485.2536335036,1509536.5225874141,1.108184,359.78,5
661485.3006948291,1509537.6660501359,1.142622,359.33,5
661485.329498506,1509538.846277117,1.175518,358.69,5
661485.3941370118,1509540.0636010699,1.204816,359.81,5
661485.4406312754,1509541.2992517,1.207386,358.68,5
661485.4871255263,1509542.534902333,1.2305160000000002,358.74,5
661485.5337331727,1509543.7521153858,1.18991,0.29,5
661485.6165158637,1509544.951112669,1.204302,2.36,5
661485.6632368976,1509546.1498881446,1.237712,359.93,5
661485.6557520432,1509547.3667684882,1.171406,0.16,5
661485.6842154199,1509548.6023082233,1.201218,0.07,5
661485.7125653786,1509549.856285541,1.2659820000000002,2.45,5
661485.7408019203,1509551.1287004405,1.293738,0.81,5
661485.7326365926,1509552.4562062747,1.32098,1.15,5
661485.7064404387,1509553.7836012042,1.32612,358.77,5
661485.6800174672,1509555.1478712973,1.327662,359.96,5
661485.6897695268,1509556.493925621,1.3297180000000002,0.12,5
661485.6995215799,1509557.8399799466,1.3107,1.39,5
661485.7091602175,1509559.2044718545,1.330746,359.87,5
661485.7368296562,1509560.5690746696,1.310186,0.35,5
661485.7464682714,1509561.9335665808,1.330232,359.52,5
661485.7381894744,1509563.279510006,1.30042,358.95,5
661485.7302508951,1509564.5701406891,1.3107,359.92,5
661485.7401163031,1509565.8977574415,1.323036,359.09,4
661485.7139200824,1509567.2251523829,1.306074,358.08,4
661485.7157334584,1509569.8618374069,1.311214,358.29,4
661485.7254854208,1509571.2078917462,1.339484,1.61,4
661485.7161858915,1509572.7197734115,1.776898,358.74,4
661485.703937717,1509574.7110321927,2.117166,359.9,4
661485.6906688435,1509576.8682292085,2.236928,359.3,4
661485.6585752878,1509579.1543783902,2.319168,359.75,4
661485.6261414816,1509581.495840319,2.42351,359.45,4
661485.6287485657,1509584.0034622995,2.605466,0.72,4
661485.5943867483,1509586.6583631206,2.804898,0.27,4
661485.5949523941,1509589.4978615767,2.860924,0.62,4
661485.6133219728,1509592.3743461107,2.867606,0.26,4
661485.5781661931,1509595.1583100182,2.785366,0.2,4
661485.5614948196,1509597.8686345115,2.666632,359.85,4
661485.5451636497,1509600.5236462655,2.582336,360.0,4
661485.4753071575,1509603.0861373893,2.61883,359.46,4
661485.4592027604,1509605.7042739887,2.594672,0.35,4
661485.4433251588,1509608.28553543,2.551496,359.81,4
661485.4096435757,1509610.8298108024,2.449724,359.75,4
661485.3767558532,1509613.2450231062,2.40809,0.01,4
661485.362012298,1509615.6419087409,2.388044,0.91,4
661485.3652994933,1509618.0389052897,2.409632,358.63,4
661485.3502156532,1509620.491103679,2.4543500000000003,0.46,4
661485.3710799168,1509622.9619614745,2.523226,1.96,4
661485.3735731436,1509625.4880211097,2.5268240000000004,359.65,4
661485.3940971068,1509628.0141916608,2.552524,1.1,4
661485.4326518024,1509630.5404731282,2.5597200000000004,1.34,4
661485.4709796364,1509633.103629764,2.5787380000000004,0.88,4
661485.4911632559,1509635.685113077,2.57257,0.19,4
661485.5835832983,1509638.2486024587,2.6214,1.97,4
661485.603313192,1509640.9038361115,2.619858,1.96,4
661485.5688373595,1509643.5771746163,2.731396,1.92,5
661485.5878866999,1509646.3430337734,2.804898,359.73,5
661485.696976347,1509649.1278850802,2.818776,0.56,5
661485.697768018,1509651.9305085018,2.82443,0.42,4
661485.6259829935,1509654.8064386076,2.840878,0.22,5
661485.644465102,1509657.6644857004,2.894334,0.02,4
661485.5909376026,1509660.5036515647,2.8110660000000003,359.4,4
661485.5376369132,1509663.3059422686,2.75761,0.03,4
661485.484563031,1509666.0713578123,2.739106,359.83,4
661485.4678908534,1509668.7816824394,2.7000420000000003,358.22,4
661485.3971264331,1509671.491674331,2.69079,358.62,4
661485.3628771337,1509674.1281377235,2.605466,358.62,4
661485.3110507454,1509676.6907398766,2.49804,359.41,4
661485.2956260506,1509679.1982511135,2.476452,359.55,4
661485.2622840151,1509681.687213858,2.479022,359.84,4
661485.2468592718,1509684.194725103,2.502666,359.85,4
661485.1773423228,1509686.7019036089,2.455892,356.75,4
661484.9463427598,1509689.0790208045,2.308888,351.33,4
661484.3559763313,1509691.2511063004,2.159828,341.79,4
661483.4245006794,1509693.181395859,2.178332,327.01,4
661482.0796795669,1509694.8878834406,2.218424,318.21,4
661480.3399974282,1509696.2969296852,2.283702,302.35,4
661478.2776905724,1509697.3905407307,2.326878,295.13,4
661476.036210839,1509698.2986670039,2.424538,290.13,4
661473.7055983854,1509699.0403006761,2.44664,287.25,4
661471.3038838971,1509699.6155526785,2.527338,282.53,4
661468.8308405196,1509700.0612982004,2.551496,279.36,4
661466.2863548206,1509700.3959748456,2.568458,276.34,4
661463.7063748004,1509700.6382420214,2.591588,276.01,4
661461.1083641393,1509700.8803985463,2.65224,274.84,4
661458.4206535742,1509701.0482505125,2.7000420000000003,273.32,4
661455.7150257614,1509701.197554273,2.725742,273.48,4
661453.0096248011,1509701.309983148,2.702098,272.85,4
661450.2681624701,1509701.4221905163,2.6810240000000003,272.3,4
661447.6348844763,1509701.5350635073,2.6116340000000005,273.32,4
661445.0016065331,1509701.6479367597,2.58542,272.45,4
661442.4584822052,1509701.7613647066,2.4872460000000003,273.48,4
661437.4431093212,1509702.1914782405,2.532992,276.32,5
661434.8991914785,1509702.4339699657,2.581822,276.26,5
661432.3736445665,1509702.6212600756,2.597242,274.6,5
661429.7586244368,1509702.6973705597,2.6471000000000005,270.48,4
661427.054471199,1509702.606988713,2.700556,267.33,4
661424.3331942661,1509702.368995642,2.78074,262.96,4
661421.5410415822,1509701.9277460072,2.803356,258.5,4
661418.804114691,1509701.302453506,2.807982,255.62,4
661416.1224135377,1509700.4931181276,2.87326,251.33,4
661413.4418459276,1509699.4994072611,2.8506440000000004,249.51,4
661410.7261236476,1509698.3579743397,2.975032,246.17,4
661407.9930506168,1509697.1058053975,3.060356,244.22,4
661405.2789149717,1509695.7062470098,3.0022740000000003,241.52,4
661402.6733034244,1509694.2520413545,2.9477900000000004,240.25,4
661400.176556063,1509692.6878756692,2.966294,235.98,4
661397.7530648505,1509690.9397779051,3.0022740000000003,232.4,4
661395.457488676,1509688.9158927265,3.044422,227.19,4
661393.3431261729,1509686.7456156928,3.016666,221.51,4
661391.3914932192,1509684.5025862148,2.91181,221.71,4
661389.5114160688,1509682.3521881956,2.761208,221.55,4
661387.7571002803,1509680.2763165813,2.6974720000000003,220.96,4
661386.0025575124,1509678.2373202676,2.609578,220.56,4
661384.3379414094,1509676.2357534776,2.634764,217.57,4
661382.8546524263,1509674.0693570783,2.66509,212.3,4
661381.5529172644,1509671.7012558857,2.6985,207.48,4
661380.4683440155,1509669.205421858,2.733966,202.35,4
661379.5819952586,1509666.7292447235,2.586962,198.57,4
661378.929819179,1509664.2913837119,2.488274,192.51,4
661378.4579503152,1509661.8546311283,2.432248,189.41,4
661377.8920643963,1509657.112516666,2.313514,183.47,4
661377.7801300132,1509654.788606357,2.280618,185.88,4
661377.6680822483,1509652.48313363,2.277534,181.92,4
661377.6959636696,1509647.9474902253,2.274964,181.61,4
661377.7459658417,1509645.6798902047,2.310944,180.73,5
661377.7782772684,1509643.3568666242,2.301178,181.44,5
661377.7381256628,1509641.088712421,2.150576,183.31,5
661377.6257376774,1509638.8385524473,2.3751940000000005,182.07,5
661377.6046367995,1509636.4045709195,2.49547,181.65,4
661377.5482677431,1509633.8413047,2.656352,181.55,4
661377.4930320211,1509631.0936627404,2.786394,180.05,4
661377.5643515823,1509628.2914839208,2.756068,179.44,4
661377.6173003516,1509625.544506992,2.694388,178.96,4
661377.6871464882,1509622.982016649,2.583364,178.76,4
661377.7202510628,1509620.5299300833,2.399352,180.51,4
661377.7711597048,1509618.1148295065,2.443556,178.43,4
661377.8584698789,1509615.6446378818,2.484676,178.73,4
661377.8919144019,1509613.1372386038,2.328934,188.33,4
661377.9076681435,1509610.574415771,2.476966,184.77,4
661377.922628507,1509608.1406559632,2.381876,182.48,5
661377.954826273,1509605.8360700142,2.220994,179.05,5
661377.950962464,1509603.5312623985,2.298608,179.12,4
661377.9480053197,1509601.0789541926,2.5957,180.37,4
661377.9284907216,1509598.386846693,2.846018,180.71,4
661377.9465110077,1509595.4552724042,3.036198,181.3,4
661377.9114589208,1509592.3574274515,3.042366,179.69,4
661377.9664473763,1509589.278574251,3.1338580000000005,180.45,4
661378.0037450218,1509586.1442975,3.15082,179.8,4
661378.0230118396,1509583.0099099218,3.0583,180.44,4
661378.0959176586,1509579.9496051467,2.97349,179.15,4
661378.1142777358,1509576.9627181718,3.02232,179.47,4
661378.1510085766,1509573.920629315,3.088626,179.86,4
661378.0978012147,1509567.909426085,2.953958,180.73,4
661378.0260071283,1509564.9219849734,2.920034,180.66,4
661378.0254295421,1509562.082487789,2.73962,179.54,4
661378.218759866,1509557.0315900906,2.407062,174.87,5
661378.4675535711,1509554.691459053,2.307346,174.64,5
661378.805821362,1509552.462507618,2.187584,169.16,5
661379.2879956923,1509550.289755563,2.204546,166.82,5
661379.8236958652,1509548.2095238776,2.030814,168.01,5
661380.4667876693,1509546.2590202088,2.0781020000000003,161.64,5
661381.2900743885,1509544.3280624524,2.110484,151.87,5
661382.1679070061,1509542.3236869175,2.178332,153.34,5
661383.0633172279,1509540.3931725302,2.096092,149.85,5
661384.1386957739,1509538.519079229,2.1536600000000004,146.82,5
661385.3942693549,1509536.6645318859,2.243096,142.42,5
661386.8118938454,1509534.8478572592,2.335616,141.06,5
661388.2831576536,1509533.105265499,2.2873,140.19,5
