x,y
661439.455466598,1509508.067248697
661440.558886364,1509508.085096539
661441.676776160,1509508.095658098
661442.845152330,1509508.106530149
661444.060431379,1509508.114003006
661445.300908269,1509508.129006172
661446.548552151,1509508.151428777
661447.799734181,1509508.184936163
661449.050870863,1509508.225818641
661450.309151859,1509508.277808078
661451.578228689,1509508.333551619
661452.850889014,1509508.393004912
661454.127155510,1509508.452480442
661455.403444685,1509508.508268520
661456.676173044,1509508.556659452
661457.945295235,1509508.605028271
661459.218046276,1509508.649731812
661460.465508776,1509508.701655205
661461.666045721,1509508.760665384
661462.812444769,1509508.826717989
661463.911918259,1509508.899857370
661464.960882698,1509508.976373831
661465.991861645,1509509.045404416
661467.019279778,1509509.107037832
661468.046743267,1509509.161296257
661469.070600587,1509509.215532544
661470.105231056,1509509.277210440
661471.157778979,1509509.357436850
661472.228267031,1509509.452524260
661473.313021005,1509509.573513041
661474.422836725,1509509.724157245
661475.536077173,1509509.904323804
661476.631082646,1509510.117567159
661477.686170767,1509510.371129261
661478.704834299,1509510.683469867
661479.665436220,1509511.054455898
661480.560605426,1509511.509855600
661481.397531567,1509512.053400843
661482.179730089,1509512.699863865
661482.896473199,1509513.434428058
661483.540525876,1509514.260736572
661484.122865388,1509515.153043330
661484.629112423,1509516.103884575
661485.073782383,1509517.098598961
661485.456988674,1509518.118748902
661485.786034364,1509519.149628691
661486.046517465,1509520.187462087
661486.242134880,1509521.217521205
661486.372863930,1509522.243493557
661486.445826237,1509523.280173568
661486.475378433,1509524.338712508
661486.475945193,1509525.419199100
661486.454670812,1509526.532740254
661486.422419157,1509527.672027479
661486.386470608,1509528.826042588
661486.336052025,1509529.987344007
661486.285588078,1509531.156020459
661486.238662252,1509532.335781641
661486.202509559,1509533.522984399
661486.173501152,1509534.721294067
661486.162546254,1509535.916027125
661486.151500625,1509537.125510248
661486.151182764,1509538.349809980
661486.147168004,1509539.588837597
661486.139479030,1509540.838905582
661486.124464311,1509542.107366788
661486.113055753,1509543.375850175
661486.090828693,1509544.644267020
661486.064995463,1509545.912661685
661486.028321054,1509547.184677325
661485.991623961,1509548.460380481
661485.947646489,1509549.747101825
661485.907229815,1509551.041220383
661485.873934739,1509552.350133369
661485.862253958,1509553.662866959
661485.857762816,1509554.979332428
661485.860483996,1509556.295842261
661485.866811331,1509557.612374276
661485.873206702,1509558.917843744
661485.872367058,1509560.226956367
661485.867898561,1509561.539734326
661485.870687745,1509562.845181617
661485.884318090,1509564.147007936
661485.897993788,1509565.441459224
661485.915321004,1509566.728557663
661485.947095538,1509568.012057312
661485.975309265,1509569.288159749
661485.996401386,1509570.549467759
661486.017516181,1509571.807088254
661486.042282491,1509573.057355900
661486.059859151,1509574.303891668
661486.088186237,1509575.561556531
