x,y,speed,heading,fix_quality
661488.202030611,1509614.165877579,0.260084,4.57,5
661485.569877447,1509614.094371875,0.50886,356.36,4
661485.530413531,1509614.647277510,0.5551200000000001,355.6,4
661485.508866981,1509615.218731637,0.608576,358.78,4
661485.505124381,1509615.827171838,0.6383880000000001,359.96,4
661485.483124180,1509616.472376292,0.668714,0.1,4
661485.460897149,1509617.154455911,0.661004,2.53,4
661485.456700895,1509617.836646440,0.6974980000000001,354.69,4
661485.416329682,1509618.537052730,0.66306,356.77,4
661485.394102653,1509619.219132349,0.71446,358.4,4
661485.407823754,1509619.919871371,0.704694,358.22,4
661485.421431439,1509620.639047974,0.724226,359.85,4
661485.417121764,1509621.339676087,0.704694,359.06,4
661485.394554492,1509622.077068453,0.735534,358.28,4
661485.408162170,1509622.796245058,0.7417020000000001,359.03,4
661485.403625663,1509623.533748334,0.785906,3.41,4
661485.398635503,1509624.345001939,0.849128,359.38,4
661485.429593469,1509625.174914948,0.86609,357.98,4
661485.424263064,1509626.041481300,0.860436,2.22,4
661485.419046069,1509626.889610071,0.856838,1.23,4
661485.449777190,1509627.756398245,0.866604,1.74,4
661485.462477542,1509628.623075509,0.8835660000000001,1.77,4
661485.493208655,1509629.489863685,0.88665,2.3,4
661485.505682169,1509630.393416115,0.8989860000000001,1.74,4
661485.536299862,1509631.278641874,0.893332,1.77,4
661485.530629190,1509632.200520977,0.923658,0.54,4
661485.543102692,1509633.104073408,0.903098,359.64,4
661485.555689602,1509633.989188259,0.882024,0.94,4
661485.568389924,1509634.855865528,0.8887060000000001,358.05,4
661485.580976826,1509635.740980380,0.867632,1.4,4
661485.611707897,1509636.607768561,0.85838,3.18,4
661485.606377444,1509637.474334921,0.867632,1.8,4
661485.637108511,1509638.341123104,0.8804820000000001,1.5,4
661485.649808810,1509639.207800376,0.8835660000000001,359.64,4
661485.644024690,1509640.148117066,0.97917,1.07,4
661485.638127151,1509641.106871339,0.94062,359.31,4
661485.650146951,1509642.084174106,0.9652919999999999,358.34,4
661485.625991820,1509643.079692632,0.977114,1.83,4
661485.619980857,1509644.056884489,0.9863660000000001,357.62,4
661485.613969889,1509645.034076347,0.996646,359.17,4
661485.607958917,1509646.011268205,0.959638,356.94,4
661485.565773020,1509647.006675822,0.99202,1.49,4
661485.559535212,1509648.020742845,0.983282,357.27,4
661485.553751060,1509648.961059541,0.96889,359.08,4
661485.511678568,1509649.938029577,0.967862,359.45,4
661485.523584915,1509650.933769932,0.989964,0.58,4
661485.499316343,1509651.947726047,1.021832,359.66,4
661485.492851687,1509652.998668238,1.073746,0.37,4
661485.486387026,1509654.049610431,1.0429059999999999,359.69,4
661485.479922361,1509655.100552624,1.040336,0.2,4
661485.455540359,1509656.132946323,1.03828,0.66,4
661485.467219848,1509657.165561848,1.025944,0.08,4
661485.460868586,1509658.198066461,1.0295420000000002,359.94,4
661485.436599989,1509659.212022579,1.022346,356.68,4
661485.430248719,1509660.244527193,1.0372519999999998,358.71,4
661485.424010860,1509661.258594226,1.01515,359.74,4
661485.417659581,1509662.291098842,1.019776,1.09,4
661485.447483197,1509663.305387702,1.01001,0.24,4
661485.459162654,1509664.338003233,1.04085,1.79,4
