x,y,speed,heading,fix_quality
831766.692139603,1644153.462302678,0.87894,270.15,4
831765.811935097,1644153.487074451,0.880996,273.63,4
831764.931985365,1644153.493389069,0.8995,272.11,4
831764.034337449,1644153.480998729,0.88665,270.63,4
831763.118991348,1644153.449903433,0.8794540000000001,269.18,4
831762.203645252,1644153.418808172,0.8876780000000001,270.23,4
831761.324205076,1644153.388208554,0.8912760000000001,268.87,4
831760.426811945,1644153.357361166,0.874828,268.63,4
831759.547626541,1644153.308304430,0.878426,269.29,4
831758.686139338,1644153.277952713,0.8316520000000001,266.35,4
831757.806953940,1644153.228896043,0.890248,269.79,4
831756.928023308,1644153.161382222,0.869688,267.66,4
831756.049092677,1644153.093868433,0.8969300000000001,266.01,4
831755.133746613,1644153.062773445,0.898472,265.44,4
831754.236863030,1644152.995011925,0.892304,264.2,4
831753.340743722,1644152.871878888,0.9190320000000001,265.71,4
831752.407954228,1644152.803621842,0.918518,266.46,4
831751.493372450,1644152.717155447,0.924686,266.01,4
831750.560582959,1644152.648898473,0.8995,266.42,4
831749.646001181,1644152.562432151,0.882024,264.99,4
831748.749117607,1644152.494670841,0.89436,265.6,4
831747.834535831,1644152.408204590,0.923658,265.08,4
831746.919954054,1644152.321738375,0.923658,265.23,4
831745.987164573,1644152.253481584,0.900014,263.3,4
831745.054884596,1644152.148310468,0.924172,263.87,4
831744.122604619,1644152.043139389,0.9313680000000001,265.32,4
831743.190579392,1644151.919511165,0.9344520000000001,263.59,4
831742.276507114,1644151.796130770,0.941648,262.81,4
831741.344481883,1644151.672502622,0.960666,261.53,4
831740.412711397,1644151.530417331,0.919546,261.71,4
831739.498893863,1644151.388579866,0.935994,261.36,4
831738.567378117,1644151.228037468,0.9426760000000001,263.22,4
831737.636117110,1644151.049037929,0.902584,259.93,4
831736.704346604,1644150.906952790,0.908752,261.14,4
831735.790529054,1644150.765115475,0.904126,261.77,4
831734.894919198,1644150.605068800,0.873286,261.37,4
831733.999564082,1644150.426564980,0.95347,258.31,4
831733.086256003,1644150.247813413,0.924686,259.87,4
831732.190900872,1644150.069309665,0.890762,260.43,4
831731.295545735,1644149.890805954,0.893846,258.76,4
831730.418398290,1644149.694092880,0.8995,258.53,4
831729.559203789,1644149.497627620,0.857866,258.84,4
831728.753358676,1644149.338820092,0.814176,258.4,4
831727.930070072,1644149.142850454,0.839362,255.84,4
831727.106781465,1644148.946880848,0.841418,257.42,4
831726.301445807,1644148.751159050,0.8213720000000001,257.3,4
831725.495855399,1644148.573894460,0.777682,256.36,4
831724.744123860,1644148.397373229,0.739646,259.44,5
831724.010090532,1644148.239556979,0.75044,258.27,5
831723.257594777,1644148.118407335,0.756094,258.66,5
831722.559467355,1644147.961086683,0.71189,259.87,5
831721.861085191,1644147.822223231,0.716002,259.88,5
831721.162703027,1644147.683359801,0.704694,260.76,5
831720.464066123,1644147.562953572,0.739646,258.78,5
831719.765429221,1644147.442547363,0.7057220000000001,260.56,5
831719.085000003,1644147.303931771,0.67334,260.57,5
831718.439967232,1644147.202726099,0.640444,260.22,5
831717.813396872,1644147.064853859,0.643528,257.44,5
831717.151430057,1644146.889571740,0.664088,255.38,5
831716.453812050,1644146.695336924,0.7375900000000001,255.29,5
831715.738750539,1644146.463940006,0.741188,252.64,5
831714.952641373,1644146.176180502,0.8475860000000001,251.89,5
831714.077022135,1644145.868725011,0.8738,249.5,5
831713.291931844,1644145.507136861,0.8871640000000001,248.09,4
831712.470680892,1644145.163510385,0.856838,249.06,4
831711.649684650,1644144.801426764,0.865062,246.76,4
831710.810480702,1644144.457552588,0.8876780000000001,245.96,4
831710.043088568,1644144.114669505,0.885622,246.2,4
831709.203884588,1644143.770795394,0.871744,246.39,4
831708.400841224,1644143.408959667,0.8429599999999999,246.89,4
831707.543174803,1644143.101752214,0.842446,249.59,4
831706.739112519,1644142.813745259,0.856324,248.06,4
831705.935304937,1644142.507281158,0.795158,250.99,4
831705.131242624,1644142.219274263,0.839876,250.52,5
831704.345133255,1644141.931515160,0.857352,251.77,5
831703.505674434,1644141.606098456,0.842446,252.39,5
831702.647753201,1644141.317348378,0.8511839999999999,252.73,5
831701.788303653,1644141.139341390,0.8280540000000001,257.06,5
831700.966033596,1644140.869544072,0.790532,253.24,5
831700.179669443,1644140.600242299,0.848614,254.13,5
831699.374842887,1644140.367607150,0.86095,250.55,5
831698.498713919,1644140.097066658,0.8254840000000001,254.05,5
831697.693377913,1644139.901345923,0.862492,254.2,5
831696.834437741,1644139.686424779,0.815718,254.78,5
831696.011658186,1644139.453542000,0.849128,257.89,5
831695.170416242,1644139.257325850,0.8213720000000001,258.54,5
831694.293268369,1644139.060614228,0.859408,257.13,5
831693.434073448,1644138.864150393,0.845016,256.47,5
831692.628992107,1644138.649972668,0.88665,257.49,5
831691.751844211,1644138.453261146,0.9020699999999999,260.03,5
831690.874951014,1644138.238092486,0.8470719999999999,257.27,5
831690.033199607,1644138.078790881,0.874828,258.01,5
831689.173495234,1644137.919241559,0.83011,260.82,5
831688.277630234,1644137.777653948,0.825998,260.79,5
831687.454086476,1644137.600143013,0.8213720000000001,258.95,5
831686.576429129,1644137.440346044,0.879968,259.89,5
831685.680818818,1644137.280301363,0.83782,261.51,5
831684.839576787,1644137.084085606,0.8917900000000001,259.14,5
831683.907551140,1644136.960459853,0.880996,261.78,5
831683.065544990,1644136.819615682,0.8599220000000001,261.01,5
831682.098122825,1644136.658580170,0.880996,261.28,5
831681.147889514,1644136.553163960,0.9252,263.61,5
831680.233307422,1644136.466700445,0.838334,265.45,5
831679.354631244,1644136.380732447,0.907724,268.31,5
