x,y,speed,heading,fix_quality
661650.321847953,1509921.792451807,0.803382,85.77,5
661651.132769714,1509921.871199240,0.827026,89.6,5
661651.943805028,1509921.931509100,0.819316,83.31,5
661652.791582819,1509921.881415496,0.8321660000000001,88.76,5
661653.620762263,1509921.923398858,0.8321660000000001,87.86,5
661654.431570468,1509922.020583992,0.818802,82.4,5
661655.260977027,1509922.025692212,0.840904,89.21,5
661656.090383584,1509922.030800458,0.835764,87.89,5
661656.901532454,1509922.072672876,0.819316,86.59,5
661657.731052577,1509922.059343576,0.836278,87.59,5
661658.560686255,1509922.027576705,0.838334,90.27,5
661659.446455725,1509921.664266252,0.83782,88.0,5
661660.312718377,1509921.540533548,0.833194,91.56,5
661661.140648694,1509921.785330726,0.841932,80.48,5
661661.969941719,1509921.808876754,0.8090360000000001,85.13,5
661662.799007627,1509921.869298006,0.811092,91.03,5
661663.592693743,1509921.818871587,0.808522,94.64,5
661664.368235724,1509921.786771735,0.758664,85.51,5
661665.053397695,1509921.790991826,0.751982,91.01,5
661665.774280137,1509921.850746840,0.713432,97.51,5
661666.495389702,1509921.873626679,0.57825,92.83,5
661667.270704567,1509921.878402109,0.8321660000000001,89.32,5
661668.100111173,1509921.883510734,0.815204,88.66,5
661668.911373635,1509921.906945927,0.8224,79.92,5
661669.758810820,1509921.912165662,0.8080080000000001,91.45,5
661670.533784995,1509921.972253985,0.790018,83.68,5
661671.362850909,1509922.032675509,0.8008120000000001,82.24,5
661672.228205109,1509922.056443983,0.777682,75.71,5
661673.129506902,1509922.098872207,0.897444,95.87,5
661674.067778403,1509921.994021793,0.892304,92.94,5
661675.006049912,1509921.889171412,0.944732,98.76,5
661676.882592964,1509921.679470749,0.916976,99.12,5
661678.707315760,1509921.100685039,0.91749,111.4,5
661680.478287627,1509920.466253453,0.869688,114.23,5
661681.292275928,1509920.047186640,0.8989860000000001,120.64,5
661682.070657393,1509919.554147319,0.9066960000000001,125.09,5
661682.831008305,1509919.060996949,0.8845940000000001,122.89,5
661683.573555817,1509918.530860333,0.8876780000000001,130.47,5
661684.316103358,1509918.000723734,0.8995,129.66,5
661685.059105236,1509917.396836757,0.964778,128.72,5
661685.766159557,1509916.774290058,0.870716,136.88,5
661686.401205155,1509916.132861497,0.9252,140.36,5
661687.000530348,1509915.435898010,0.929312,143.4,5
661687.527506078,1509914.775365452,0.926742,149.42,5
661687.927586272,1509914.224681008,0.7653460000000001,150.16,5
661688.255544137,1509913.673552285,0.70675,157.61,5
661688.529978150,1509913.029902354,0.717544,163.54,5
661688.823010654,1509912.294175497,0.78128,163.15,5
661689.062292143,1509911.502802630,0.782822,170.1,5
661689.193617276,1509910.673888138,0.726796,187.83,5
661689.288199770,1509909.955377102,0.740674,178.24,5
661689.418957021,1509909.218650609,0.648154,171.42,5
661689.513653101,1509908.481701974,0.692872,175.9,5
661689.518082656,1509907.762635584,0.748384,181.98,5
661689.653155893,1509906.325280301,0.62965,176.15,5
661689.675275301,1509905.661637781,0.559746,178.8,5
661689.715311720,1509905.016543933,0.67077,188.36,5
661689.719854848,1509904.279039944,0.7016100000000001,178.74,5
661689.778830487,1509903.486556369,0.7530100000000001,173.87,5
661689.855836717,1509902.694183866,0.739132,167.47,5
661689.878637590,1509901.919915749,0.718572,180.58,5
661689.919582637,1509901.127321104,0.6301640000000001,163.85,5
661690.015187355,1509900.242871673,0.77614,173.71,5
661690.056473136,1509899.394964229,0.792074,177.74,5
661690.079501163,1509898.583820915,0.774598,175.93,5
661690.120219051,1509897.828101470,0.682078,179.69,5
661690.179308269,1509897.017180297,0.767916,177.35,5
661690.256541666,1509896.187932595,0.774084,176.4,5
661690.351692084,1509895.377233564,0.759692,174.0,5
661690.464645944,1509894.603520804,0.740674,170.54,5
661690.631464456,1509893.867016455,0.773056,171.38,5
661690.762335351,1509893.111852365,0.7622620000000001,172.61,5
661690.857258626,1509892.338028535,0.782308,168.67,5
661690.970553242,1509891.509002976,0.8511839999999999,170.39,5
661691.083961440,1509890.661539818,0.810064,174.84,5
661691.251347868,1509889.832847473,0.8121200000000001,168.74,5
661691.400476546,1509889.040919256,0.767402,171.4,5
661691.531574628,1509888.248879968,0.818802,170.29,5
661691.884037407,1509886.646919150,0.806466,173.76,5
661692.015249086,1509885.836442265,0.852726,171.96,5
661692.128543741,1509885.007416708,0.800298,173.76,5
661692.205550031,1509884.215044209,0.819316,173.91,5
661692.300586932,1509883.422782781,0.842446,174.11,5
661692.359676201,1509882.611861611,0.799784,177.73,5
661692.436682496,1509881.819489112,0.795158,174.96,5
661692.495658186,1509881.027005542,0.802354,176.29,5
