x,y
661508.872031365,1509777.324324605
661508.994842791,1509777.878228735
661509.121056140,1509778.465342708
661509.250784869,1509779.067228939
661509.387703168,1509779.672847063
661509.531901790,1509780.267447012
661509.672471583,1509780.865712293
661509.820185568,1509781.475084502
661509.971709873,1509782.051291247
661510.126794925,1509782.634895216
661510.289001480,1509783.233293630
661510.451230715,1509783.828004529
661510.616998008,1509784.433800170
661510.782719915,1509785.046970847
661510.944835680,1509785.660119338
661511.103277237,1509786.284308195
661511.272469115,1509786.919626169
661511.438009473,1509787.562296992
661511.607133265,1509788.208677522
661511.779840489,1509788.858767760
661511.952547704,1509789.508858000
661512.125277597,1509790.155260726
661512.298098236,1509790.786913384
661512.470918864,1509791.418566046
661512.643739483,1509792.050218709
661512.816582781,1509792.678183858
661512.985797248,1509793.309814337
661513.158549770,1509793.952529559
661513.331302281,1509794.595244784
661513.500448651,1509795.237937822
661513.669640391,1509795.873255828
661513.838900188,1509796.497511284
661514.004621911,1509797.110682003
661514.166737496,1509797.723830535
661514.332459202,1509798.337001258
661514.498180897,1509798.950171982
661514.660228385,1509799.574383072
661514.822253176,1509800.202281682
661514.984277956,1509800.830180293
661515.142696597,1509801.458056719
661515.304721359,1509802.085955334
661515.463162672,1509802.710144246
661515.625187414,1509803.338042866
661515.787144079,1509803.977004040
661515.952638794,1509804.627049957
661516.114436611,1509805.291823756
661516.287052807,1509805.956664125
661516.459646302,1509806.625192012
661516.646686993,1509807.290121141
661516.841008000,1509807.944032100
661517.049753512,1509808.598031817
661517.269294708,1509809.255785621
661517.514078794,1509809.913694754
661517.769635872,1509810.579045492
661518.039526691,1509811.259235061
661518.323842008,1509811.939513391
661518.618930315,1509812.627233330
661518.914018606,1509813.314953273
661519.223622153,1509813.988011910
661519.540506010,1509814.650052380
661519.868208233,1509815.312159425
661520.206751513,1509815.970645527
661520.559741977,1509816.625532877
661520.916293170,1509817.287817459
661521.283662727,1509817.950168616
661521.654661083,1509818.608854453
661522.029265546,1509819.267562488
661522.407476116,1509819.926292720
661522.785709356,1509820.581335443
661523.167526013,1509821.240087881
661523.552903395,1509821.906237552
661523.941864192,1509822.576096938
661524.330870351,1509823.238581298
661524.727020669,1509823.912172599
661525.126731710,1509824.593161134
661525.533677673,1509825.270506542
661525.940668996,1509825.940476923
661526.340493429,1509826.603027895
