x,y
661508.872031365,1509777.324324605
661509.085772086,1509778.301209820
661509.298506337,1509779.278310923
661509.528053446,1509780.251578446
661509.759427774,1509781.224437205
661510.009282402,1509782.192681256
661510.268711158,1509783.158440327
661510.531995354,1509784.123158450
661510.793651923,1509785.088317501
661511.045352448,1509786.056110439
661511.299185218,1509787.023345045
661511.550259857,1509787.991310925
661511.806203532,1509788.958001349
661512.063565264,1509789.924316217
661512.326094063,1509790.889237039
661512.589995540,1509791.853786681
661512.854113152,1509792.818274279
661513.113280154,1509793.784106715
661513.372043343,1509794.750045602
661513.627959535,1509795.716743470
661513.888795803,1509796.682125163
661514.146760873,1509797.648275571
661514.407255999,1509798.613749613
661514.661878653,1509799.580778397
661514.911737061,1509800.549060781
661515.158217469,1509801.518205143
661515.406493457,1509802.486892529
661515.654966567,1509803.455529372
661515.901136877,1509804.424755817
661516.141344303,1509805.395460148
661516.392088822,1509806.363513208
661516.657798116,1509807.327511257
661516.949510034,1509808.283968986
661517.261981782,1509809.233875816
661517.612656536,1509810.170344945
661517.976979649,1509811.101601520
661518.360556424,1509812.025078407
661518.754872142,1509812.944053442
661519.163254550,1509813.856776539
661519.594434472,1509814.759012321
661520.043241882,1509815.652609913
661520.511550555,1509816.536125496
661520.987238403,1509817.415728595
661521.474495630,1509818.288981251
661521.967522553,1509819.158993025
661522.465239846,1509820.026330758
661522.965793212,1509820.892036082
661523.466833398,1509821.757460008
661523.968965063,1509822.622250201
661524.475486151,1509823.484477718
661524.982055874,1509824.346676610
661525.494538864,1509825.205361548
661526.013054940,1509826.060428015
661526.530698550,1509826.916023053
661527.056701421,1509827.766483360
661527.583958038,1509828.616178485
661528.120837027,1509829.459829686
661528.662847300,1509830.300197520
661529.204876565,1509831.140531121
661529.747887753,1509831.980240861
661530.285532200,1509832.823411957
661530.821211573,1509833.667832549
661531.351641929,1509834.515552989
661531.881672659,1509835.363530707
661532.411062104,1509836.211904793
661532.937187332,1509837.062308503
661533.462794649,1509837.913028691
661533.986407148,1509838.764985018
661534.507124707,1509839.618712367
661535.029823918,1509840.471228644
661535.551481832,1509841.324377676
661536.075216573,1509842.176251947
661536.592606990,1509843.031996493
661537.103496148,1509843.891636535
661537.609281509,1509844.754294273
661538.107090354,1509845.621577718
